Lat, Lng, Date, t (s), Pressure (mBar), Temperature (°C), Relative Humidity (%), Light Intensity (Lux)
-180.00000, -180.00000, 02/01/2023 21:36:18.316, 2251.000, 1017.289185, 6.140000, 49.821583, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:19.316, 2252.000, 1017.281616, 6.130000, 49.821480, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:20.316, 2253.000, 1017.310303, 6.140000, 49.821583, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:21.316, 2254.000, 1017.296753, 6.130000, 49.821377, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:22.316, 2255.000, 1017.298889, 6.130000, 49.821274, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:23.316, 2256.000, 1017.301575, 6.130000, 49.821377, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:24.316, 2257.000, 1017.318909, 6.130000, 49.821171, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:25.316, 2258.000, 1017.282654, 6.130000, 49.821274, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:26.316, 2259.000, 1017.284241, 6.120000, 49.820969, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:27.316, 2260.000, 1017.286987, 6.120000, 49.821072, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:28.316, 2261.000, 1017.264282, 6.120000, 49.821072, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:29.316, 2262.000, 1017.293457, 6.120000, 49.821072, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:30.316, 2263.000, 1017.286987, 6.120000, 49.821072, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:31.316, 2264.000, 1017.281006, 6.120000, 49.820969, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:32.316, 2265.000, 1017.261536, 6.110000, 49.820660, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:33.316, 2266.000, 1017.278809, 6.120000, 49.820763, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:34.316, 2267.000, 1017.295044, 6.120000, 49.820763, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:35.316, 2268.000, 1017.268494, 6.110000, 49.820560, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:36.316, 2269.000, 1017.270691, 6.110000, 49.820457, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:37.316, 2270.000, 1017.265808, 6.110000, 49.820457, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:38.316, 2271.000, 1017.267944, 6.110000, 49.820354, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:39.316, 2272.000, 1017.283691, 6.110000, 49.820457, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:40.316, 2273.000, 1017.280457, 6.110000, 49.820457, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:41.316, 2274.000, 1017.284729, 6.100000, 49.820251, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:42.316, 2275.000, 1017.294495, 6.100000, 49.820251, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:43.316, 2276.000, 1017.282043, 6.100000, 49.820148, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:44.316, 2277.000, 1017.302551, 6.100000, 49.820251, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:45.316, 2278.000, 1017.312317, 6.100000, 51.058212, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:46.316, 2279.000, 1017.316650, 6.110000, 49.820354, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:47.316, 2280.000, 1017.326965, 6.100000, 49.820251, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:48.316, 2281.000, 1017.317749, 6.100000, 49.820148, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:49.316, 2282.000, 1017.289001, 6.100000, 49.820049, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:50.316, 2283.000, 1017.297668, 6.100000, 49.819946, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:51.316, 2284.000, 1017.298218, 6.090000, 49.819843, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:52.316, 2285.000, 1017.319397, 6.090000, 49.819843, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:53.316, 2286.000, 1017.295532, 6.090000, 49.819740, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:54.316, 2287.000, 1017.282471, 6.090000, 49.819740, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:55.316, 2288.000, 1017.326355, 6.090000, 49.819740, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:56.316, 2289.000, 1017.348022, 6.100000, 49.819946, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:57.316, 2290.000, 1017.302002, 6.080000, 51.057335, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:58.316, 2291.000, 1017.303101, 6.090000, 51.057446, 0.000000
-180.00000, -180.00000, 02/01/2023 21:36:59.316, 2292.000, 1017.323120, 6.080000, 49.819435, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:00.316, 2293.000, 1017.302002, 6.080000, 49.819435, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:01.316, 2294.000, 1017.325256, 6.080000, 49.819332, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:02.316, 2295.000, 1017.304138, 6.080000, 49.819332, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:03.316, 2296.000, 1017.312256, 6.080000, 49.819332, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:04.316, 2297.000, 1017.301941, 6.080000, 49.819126, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:05.316, 2298.000, 1017.292786, 6.080000, 49.819332, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:06.316, 2299.000, 1017.290039, 6.080000, 49.819229, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:07.316, 2300.000, 1017.286255, 6.070000, 49.819023, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:08.316, 2301.000, 1017.295471, 6.080000, 49.819126, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:09.316, 2302.000, 1017.292236, 6.080000, 49.819126, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:10.316, 2303.000, 1017.314941, 6.080000, 49.819126, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:11.316, 2304.000, 1017.315247, 6.070000, 49.818829, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:12.316, 2305.000, 1017.267090, 6.070000, 51.056576, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:13.316, 2306.000, 1017.328308, 6.070000, 51.056686, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:14.316, 2307.000, 1017.315247, 6.070000, 51.056686, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:15.316, 2308.000, 1017.315796, 6.070000, 49.818726, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:16.316, 2309.000, 1017.326050, 6.060000, 51.056465, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:17.316, 2310.000, 1017.340637, 6.060000, 49.818623, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:18.316, 2311.000, 1017.332031, 6.070000, 51.056576, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:19.316, 2312.000, 1017.339050, 6.060000, 51.056465, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:20.316, 2313.000, 1017.347717, 6.060000, 51.056358, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:21.316, 2314.000, 1017.336304, 6.060000, 51.056358, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:22.316, 2315.000, 1017.327637, 6.060000, 51.056137, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:23.316, 2316.000, 1017.343933, 6.060000, 51.056465, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:24.316, 2317.000, 1017.350952, 6.050000, 51.056030, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:25.316, 2318.000, 1017.386108, 6.060000, 51.056137, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:26.316, 2319.000, 1017.394287, 6.060000, 51.056137, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:27.316, 2320.000, 1017.400208, 6.050000, 51.055920, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:28.316, 2321.000, 1017.396973, 6.060000, 51.056248, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:29.316, 2322.000, 1017.383423, 6.060000, 51.056358, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:30.316, 2323.000, 1017.384521, 6.060000, 51.056137, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:31.316, 2324.000, 1017.394775, 6.050000, 51.056030, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:32.316, 2325.000, 1017.353088, 6.050000, 51.055920, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:33.316, 2326.000, 1017.408813, 6.050000, 51.055809, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:34.316, 2327.000, 1017.375244, 6.040000, 51.055698, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:35.316, 2328.000, 1017.391479, 6.040000, 51.055698, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:36.316, 2329.000, 1017.416382, 6.040000, 51.055592, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:37.316, 2330.000, 1017.408813, 6.040000, 51.055481, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:38.316, 2331.000, 1017.441223, 6.040000, 51.055481, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:39.316, 2332.000, 1017.405029, 6.040000, 51.055592, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:40.316, 2333.000, 1017.463989, 6.040000, 51.055481, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:41.316, 2334.000, 1017.445068, 6.040000, 51.055370, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:42.316, 2335.000, 1017.433167, 6.040000, 51.055481, 1.824000
-180.00000, -180.00000, 02/01/2023 21:37:43.316, 2336.000, 1017.513306, 6.040000, 51.055370, 5.472000
-180.00000, -180.00000, 02/01/2023 21:37:44.316, 2337.000, 1017.513306, 6.040000, 51.055370, 14.331727
-180.00000, -180.00000, 02/01/2023 21:37:45.316, 2338.000, 1017.519226, 6.040000, 51.055481, 1.824000
-180.00000, -180.00000, 02/01/2023 21:37:46.316, 2339.000, 1017.524658, 6.040000, 51.055370, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:47.316, 2340.000, 1017.507812, 6.030000, 51.055153, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:48.316, 2341.000, 1017.533813, 6.030000, 51.055153, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:49.316, 2342.000, 1017.526733, 6.030000, 51.055260, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:50.316, 2343.000, 1017.527283, 6.030000, 51.055153, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:51.316, 2344.000, 1017.520813, 6.030000, 51.055153, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:52.316, 2345.000, 1017.524597, 6.030000, 51.055042, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:53.316, 2346.000, 1017.532715, 6.030000, 51.055042, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:54.316, 2347.000, 1017.574951, 6.030000, 51.055042, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:55.316, 2348.000, 1017.561340, 6.020000, 51.054821, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:56.316, 2349.000, 1017.570557, 6.030000, 51.054932, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:57.316, 2350.000, 1017.577637, 6.020000, 51.054821, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:58.316, 2351.000, 1017.586304, 6.020000, 51.054714, 0.000000
-180.00000, -180.00000, 02/01/2023 21:37:59.316, 2352.000, 1017.618225, 6.020000, 51.054821, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:00.316, 2353.000, 1017.620911, 6.030000, 51.054932, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:01.316, 2354.000, 1017.613342, 6.020000, 51.054821, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:02.316, 2355.000, 1017.631775, 6.020000, 51.054714, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:03.316, 2356.000, 1017.624695, 6.020000, 51.054493, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:04.316, 2357.000, 1017.660400, 6.020000, 51.054821, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:05.316, 2358.000, 1017.669067, 6.020000, 51.054714, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:06.316, 2359.000, 1017.671204, 6.010000, 51.054276, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:07.316, 2360.000, 1017.669006, 6.010000, 51.054382, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:08.316, 2361.000, 1017.680359, 6.010000, 51.054054, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:09.316, 2362.000, 1017.696594, 6.010000, 51.054054, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:10.316, 2363.000, 1017.682556, 6.010000, 51.054276, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:11.316, 2364.000, 1017.679810, 6.000000, 51.053837, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:12.316, 2365.000, 1017.706360, 6.010000, 51.054054, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:13.316, 2366.000, 1017.703613, 6.000000, 51.053944, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:14.316, 2367.000, 1017.716064, 6.000000, 51.053726, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:15.316, 2368.000, 1017.755554, 6.000000, 51.053616, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:16.316, 2369.000, 1017.773438, 6.000000, 51.053944, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:17.316, 2370.000, 1017.789673, 6.000000, 51.053944, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:18.316, 2371.000, 1017.803772, 6.010000, 51.054054, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:19.316, 2372.000, 1017.791260, 6.000000, 51.053616, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:20.316, 2373.000, 1017.794006, 5.990000, 51.053398, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:21.316, 2374.000, 1017.810242, 5.990000, 51.053398, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:22.316, 2375.000, 1017.829712, 5.990000, 51.053398, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:23.316, 2376.000, 1017.819946, 5.990000, 51.053398, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:24.316, 2377.000, 1017.817749, 5.990000, 51.053177, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:25.316, 2378.000, 1017.837830, 5.990000, 51.053398, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:26.316, 2379.000, 1017.817200, 5.980000, 51.052959, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:27.316, 2380.000, 1017.834045, 5.990000, 51.053177, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:28.316, 2381.000, 1017.859436, 5.990000, 51.053288, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:29.316, 2382.000, 1017.835083, 5.990000, 51.053288, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:30.316, 2383.000, 1017.864319, 5.990000, 51.053288, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:31.316, 2384.000, 1017.863220, 5.990000, 51.053177, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:32.316, 2385.000, 1017.883240, 5.980000, 51.053066, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:33.316, 2386.000, 1017.898926, 5.990000, 51.053177, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:34.316, 2387.000, 1017.907593, 5.980000, 51.053066, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:35.316, 2388.000, 1017.910889, 5.980000, 51.053066, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:36.316, 2389.000, 1017.914124, 5.980000, 51.053066, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:37.316, 2390.000, 1017.927612, 5.980000, 51.052959, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:38.316, 2391.000, 1017.911133, 5.980000, 51.052746, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:39.316, 2392.000, 1017.938965, 5.980000, 51.052959, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:40.316, 2393.000, 1017.946899, 5.980000, 51.052746, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:41.316, 2394.000, 1017.953918, 5.970000, 51.052639, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:42.316, 2395.000, 1017.964172, 5.980000, 51.052856, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:43.316, 2396.000, 1017.945251, 5.980000, 51.052746, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:44.316, 2397.000, 1017.940918, 5.970000, 51.052639, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:45.316, 2398.000, 1017.982056, 5.970000, 51.052528, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:46.316, 2399.000, 1017.980896, 5.970000, 51.052418, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:47.316, 2400.000, 1017.955444, 5.970000, 51.052307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:48.316, 2401.000, 1017.960327, 5.970000, 51.052307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:49.316, 2402.000, 1017.962524, 5.970000, 51.052528, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:50.316, 2403.000, 1017.993408, 5.970000, 51.052528, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:51.316, 2404.000, 1017.999878, 5.970000, 51.052528, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:52.316, 2405.000, 1017.987976, 5.970000, 51.052307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:53.316, 2406.000, 1018.007996, 5.970000, 51.052528, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:54.316, 2407.000, 1018.020447, 5.970000, 52.289425, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:55.316, 2408.000, 1018.016663, 5.970000, 51.052418, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:56.316, 2409.000, 1018.014465, 5.960000, 52.289307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:57.316, 2410.000, 1018.051819, 5.960000, 52.289307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:58.316, 2411.000, 1018.049072, 5.960000, 52.289188, 0.000000
-180.00000, -180.00000, 02/01/2023 21:38:59.316, 2412.000, 1018.053467, 5.960000, 52.289307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:00.316, 2413.000, 1018.072876, 5.960000, 52.289307, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:01.316, 2414.000, 1018.048035, 5.960000, 52.289074, 1.824000
-180.00000, -180.00000, 02/01/2023 21:39:02.316, 2415.000, 1018.054504, 5.960000, 52.289074, 1.824000
-180.00000, -180.00000, 02/01/2023 21:39:03.316, 2416.000, 1018.066956, 5.960000, 52.289188, 1.824000
-180.00000, -180.00000, 02/01/2023 21:39:04.316, 2417.000, 1018.077209, 5.960000, 52.289074, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:05.316, 2418.000, 1018.056580, 5.960000, 52.288956, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:06.316, 2419.000, 1018.048523, 5.960000, 52.288956, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:07.316, 2420.000, 1018.069641, 5.960000, 51.051868, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:08.316, 2421.000, 1018.086365, 5.950000, 52.288837, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:09.316, 2422.000, 1018.078796, 5.950000, 51.051651, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:10.316, 2423.000, 1018.090637, 5.950000, 52.288605, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:11.316, 2424.000, 1018.107483, 5.950000, 52.288486, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:12.316, 2425.000, 1018.095520, 5.950000, 52.288605, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:13.316, 2426.000, 1018.097168, 5.950000, 52.288605, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:14.316, 2427.000, 1018.083069, 5.950000, 52.288486, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:15.316, 2428.000, 1018.094482, 5.950000, 51.051430, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:16.316, 2429.000, 1018.071716, 5.950000, 52.288486, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:17.316, 2430.000, 1018.090088, 5.940000, 52.288372, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:18.316, 2431.000, 1018.072205, 5.940000, 51.050991, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:19.316, 2432.000, 1018.072754, 5.940000, 51.051212, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:20.316, 2433.000, 1018.090576, 5.930000, 52.287903, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:21.316, 2434.000, 1018.113342, 5.930000, 52.287903, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:22.316, 2435.000, 1018.125244, 5.930000, 51.050774, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:23.316, 2436.000, 1018.116028, 5.930000, 51.050663, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:24.316, 2437.000, 1018.164246, 5.940000, 52.288136, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:25.316, 2438.000, 1018.137695, 5.930000, 52.287903, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:26.316, 2439.000, 1018.155518, 5.930000, 52.287903, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:27.316, 2440.000, 1018.143066, 5.920000, 52.287434, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:28.316, 2441.000, 1018.172302, 5.930000, 52.287785, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:29.316, 2442.000, 1018.164124, 5.920000, 52.287434, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:30.316, 2443.000, 1018.172241, 5.920000, 52.287434, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:31.316, 2444.000, 1018.198730, 5.920000, 52.287319, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:32.316, 2445.000, 1018.184692, 5.920000, 52.287201, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:33.316, 2446.000, 1018.181946, 5.920000, 52.287083, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:34.316, 2447.000, 1018.193848, 5.920000, 52.287319, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:35.316, 2448.000, 1018.227478, 5.920000, 52.287434, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:36.316, 2449.000, 1018.201416, 5.920000, 52.287083, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:37.316, 2450.000, 1018.208496, 5.910000, 52.286964, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:38.316, 2451.000, 1018.199280, 5.910000, 52.286850, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:39.316, 2452.000, 1018.182434, 5.910000, 52.286613, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:40.316, 2453.000, 1018.190613, 5.910000, 52.286613, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:41.316, 2454.000, 1018.219299, 5.910000, 52.286732, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:42.316, 2455.000, 1018.245239, 5.910000, 52.286732, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:43.316, 2456.000, 1018.213318, 5.910000, 52.286613, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:44.316, 2457.000, 1018.266357, 5.910000, 52.286732, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:45.316, 2458.000, 1018.239807, 5.900000, 52.286499, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:46.316, 2459.000, 1018.258728, 5.910000, 52.286613, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:47.316, 2460.000, 1018.269592, 5.900000, 52.286381, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:48.316, 2461.000, 1018.279907, 5.910000, 52.286613, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:49.316, 2462.000, 1018.267944, 5.900000, 52.286381, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:50.316, 2463.000, 1018.266296, 5.900000, 52.286381, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:51.316, 2464.000, 1018.258179, 5.900000, 52.286381, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:52.316, 2465.000, 1018.283020, 5.900000, 52.286263, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:53.316, 2466.000, 1018.268982, 5.900000, 52.286148, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:54.316, 2467.000, 1018.285767, 5.890000, 52.286030, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:55.316, 2468.000, 1018.288452, 5.900000, 52.286148, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:56.316, 2469.000, 1018.270325, 5.890000, 52.285923, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:57.316, 2470.000, 1018.296387, 5.890000, 52.285923, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:58.316, 2471.000, 1018.313293, 5.890000, 52.286030, 0.000000
-180.00000, -180.00000, 02/01/2023 21:39:59.316, 2472.000, 1018.299744, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:00.316, 2473.000, 1018.320068, 5.880000, 52.285336, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:01.316, 2474.000, 1018.275818, 5.860000, 52.284626, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:02.316, 2475.000, 1018.292480, 5.880000, 52.285336, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:03.316, 2476.000, 1018.302246, 5.880000, 52.285336, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:04.316, 2477.000, 1018.294678, 5.880000, 52.285572, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:05.316, 2478.000, 1018.287598, 5.880000, 52.285336, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:06.316, 2479.000, 1018.297546, 5.880000, 52.285210, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:07.316, 2480.000, 1018.306213, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:08.316, 2481.000, 1018.299744, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:09.316, 2482.000, 1018.298035, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:10.316, 2483.000, 1018.299744, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:11.316, 2484.000, 1018.312683, 5.870000, 52.285091, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:12.316, 2485.000, 1018.317505, 5.860000, 52.284740, 0.000000
-180.00000, -180.00000, 02/01/2023 21:40:13.316, 2486.000, 1018.299744, 5.870000, 52.285091, 0.000000
